Id;SplBatch;SplMass;StdC23;Origin;Group;SamplingDate;C14.0;C15.0iso;C15.0anteiso;C15.0;C16.0iso;C16.0;C16.1w7;C18.0;C18.1w9;C18.1w7;C18.2w6;C19.0;C18.3w3;C18.4w3;C20.0;C20.1w9;C20.1w7;C20.2w6;C21.0;C20.4w6;C20.5w3;C22.0;C22:1w11;C22.1w9;C23.0;C23.1w9;C22.5w6;C22.6w3;C24.1w9
HF_M02_Ma4;5;66.9;30;BornW;Wild;11/10/2022;47.54;26.52;9.01;9.45;11.52;93.36;58.35;80.7;39.03;57.12;15.17;18.46;16.77;26.86;30.01;102.92;5.68;19.11;16.5;203.55;151.86;5.27;5.46;17.72;55.14;48.81;10.41;8.83;12.33
HF_M03_Ma4;5;63.8;30;BornW;Wild;11/10/2022;47.26;22.95;7.66;8.57;9.36;128.2;50.2;81.6;54.08;57.27;22.51;16.24;23.16;35.79;30.27;104.06;4.5;24.62;22.28;207.45;144.72;9.12;4.4;17.83;50.1;13.23;6.93;8.89;20.75
HF_M05_Ma4;5;69;30;BornW;Wild;11/10/2022;47.62;26.68;8.69;10.61;11.31;103.87;56.79;97.48;50.26;77.21;21.08;22;24.33;29.37;39.88;148.97;7.51;27.38;20.16;308.15;205.13;8.28;7.03;21.37;57.64;69.68;11.71;10.31;17.65
HF_U01_Ma4;5;67.1;30;BornW;Wild;11/10/2022;26.96;15.35;4.92;7.77;7.58;113.1;28.99;78.21;70.57;49.61;25.41;17.32;14.13;15.5;27.45;130.09;5.25;21.84;15.07;257.19;145.58;6.11;6.08;16.79;65.65;66.51;10.75;7.5;16.97
HF_F08_Ma3;5;74.2;30;BornW;Wild;11/10/2022;36.39;13.16;5.6;11.04;7.15;172.87;25.88;63.43;62.78;37.9;16.85;14.93;5.01;7.74;25.04;109.39;4.58;14.51;15.14;281.71;100.97;7.97;3.59;19.39;53.32;49.47;12.06;5.76;12.68
HF_M04_Ma3;5;75.7;30;BornW;Wild;11/10/2022;37.82;13.82;5.56;10.95;6.74;168.05;41.67;61.65;50.99;33.72;18.16;14.6;5.98;6.38;23.51;94.45;4.26;12.53;15.11;244.43;99.76;6.74;3.4;12.53;51.38;48.35;10.11;4.9;11.95
HF_M11_Ma3;5;74.7;30;BornW;Wild;11/10/2022;31.07;9.96;3.72;7.53;5.95;160.77;27.34;120.93;43.96;33.03;17.74;12.63;6.08;10.45;24.24;103.34;4.35;12.82;15.42;250.33;95.6;6.06;4.92;19.68;63.62;50.38;10.07;6.81;14.82
HF_M12_Ma3;5;71.6;30;BornW;Wild;11/10/2022;21.58;10.44;4.01;5.34;4.61;75.56;26.41;49.75;56.98;28.68;17.91;9.43;4.04;9.07;15.18;72.32;3.17;8.6;10.16;174.27;70.63;4.92;2.61;11.26;51.13;35.02;7.28;5.6;9.76
HF_M14_Ma3;5;71;30;BornW;Wild;11/10/2022;61.9;20.11;7.33;14.51;10.95;233.59;59.69;91.43;44.24;52.88;20.29;20.97;10.42;31.22;36.23;156.15;5.78;23.02;24.29;368.36;176.54;13.45;4.91;24.22;55.58;70.5;26.26;17.79;21.08
HF_U01_Ma3;5;67.7;30;BornW;Wild;11/10/2022;35.02;11.12;3.68;9.24;6.06;121.03;36.8;73.23;81.92;54.91;21.41;19.4;7.11;5.53;26.94;131.93;4.83;15.61;21.21;273.99;107.9;9.85;4;17.32;76.61;58.48;12.86;7.29;17.25
HF_F05_Vig;6;68.9;30;BornW;Wild;09/05/2022;203.53;124.72;46.41;46.42;70.8;396.77;222.23;147.32;108.57;130.91;51.48;25.42;27.44;35.09;46.36;108.31;10.88;25.49;29.03;345.67;229.39;25.02;3.08;21.73;58.7;45.19;18.59;20.05;16.49
HF_F06_Vig;6;69;30;BornW;Wild;09/05/2022;271.57;175.22;74.93;62.79;93.77;477.52;405.54;260.84;146.39;233.22;84.77;42.57;47.36;67.06;71.99;152.19;17.66;44.18;33.68;538.41;432.45;34.56;5.49;44.89;100.59;87;30.97;43.37;29.47
HF_F08_Vig;6;76.3;30;BornW;Wild;09/05/2022;176.21;114.16;44.43;41.09;65.55;310.57;233.45;165.75;120.05;152.6;55.68;29.9;33.46;39.3;53.58;133.91;11.2;35.98;27.08;445.55;265.11;35.08;5.09;31.38;63.87;63.3;20.67;22.7;25.24
HF_M07_Vig;6;75.3;30;BornW;Wild;09/05/2022;191.95;106.34;40.02;40.69;62.03;313.49;263.73;159.3;133.74;157.83;51.67;24.22;31.01;45.93;43.41;120.68;11.9;28.35;23.06;404.43;312.01;32.12;4.19;28.78;68.43;54.88;20.2;23.44;19.47
HF_U01_Vig;6;66;30;BornW;Wild;09/05/2022;232.03;121.46;49.72;47.21;68.07;366.91;314.77;198.37;154.9;173.25;70.12;29.77;39.46;54.9;48.71;110.91;13.89;31.93;26.13;374.59;367.13;29.6;3.77;28.44;76.54;49.07;20.54;30.69;18.7
HF_U03_Vig;6;79.6;30;BornW;Wild;09/05/2022;288.55;176.71;66.67;62.64;100.9;479.12;441.45;271.72;164.17;285.6;69.31;47.96;43.59;60.03;94.19;228.81;22.83;57.44;48.05;774.65;594.91;73.63;9.85;60.95;84.28;97.49;42.99;46.86;48.16
HF_F02 BL3;7;67.4;30;BornW;Cap&Caged;02/07/2021;65.26;52.9;18.75;19.07;29.27;159.6;99.22;134.02;170.8;121.12;48.92;37.97;18.39;23.85;82.69;251.89;17.8;37.72;51.5;725.46;372.05;39.95;8.71;43.58;164.65;190.18;36.65;56.95;73.99
HF_F03 BL3;7;71.1;30;BornW;Cap&Caged;02/07/2021;16.08;10.85;4.48;5.07;7.67;74.1;25.05;78.88;81.6;72.06;24.12;26.1;12.16;5.69;59.85;179.14;11.85;33.71;47.26;589.21;295.36;32.86;9.73;37.49;180.81;181.77;28.26;20.37;57.21
HF_F04 BL3;7;75.8;30;BornW;Cap&Caged;02/07/2021;20.28;16.17;7.83;7.86;8.56;65.21;24.94;58.84;68.28;50.2;19.86;20.2;8.98;4.67;53.56;173.87;9.63;25.06;36.59;525.07;248.26;28.39;9.35;32.29;164.51;153.79;21.91;15.48;51.06
HF_F05 BL3;7;68.2;30;BornW;Cap&Caged;02/07/2021;41.08;29.12;13.44;15.98;15.06;118.87;51.33;94.23;106.24;75.26;30.99;24.93;12.32;10.21;57.19;145.59;11.47;25.68;33.58;440.62;237.98;27.3;8.77;29.74;177.48;131.19;20.55;26.2;57.07
HF_F08 BL3;7;73.4;30;BornW;Cap&Caged;02/07/2021;13.41;10.66;4.49;4.91;7.36;51.34;24.06;58.15;62.44;67.86;20.42;22.17;11.83;5.53;54.52;172.85;10.28;28.7;40.21;547.42;244.89;31.4;7.85;31.78;183.14;164.81;32.5;24.33;52.02
HF_M01 BL3;7;83;30;BornW;Cap&Caged;02/07/2021;25.14;16.09;7.5;12.99;10.01;79.2;30.4;61.8;62.6;61.57;22.71;19.06;10.88;6.07;48.55;141.85;8.97;23.41;35.76;445.2;234.91;26.08;7.4;23.29;162.81;126.83;21.97;19.7;39.63
HF_M06 BL3;7;54.4;30;BornW;Cap&Caged;02/07/2021;25.95;13.37;5.55;8.52;9.1;151.4;28.54;117.19;152.11;53.63;47.67;15.32;9.07;5.07;41.46;137.6;8.4;21.72;29.06;416.06;182.06;22.8;7.91;23.14;170.32;121.16;20.05;21.11;46.26
HF_M07_BL3;7;67.3;30;BornW;Cap&Caged;02/07/2021;11.95;8.22;3.7;3.86;5.2;53.98;21.11;55.36;70.49;51.2;19.9;18.35;7.65;2.49;48.2;149.82;10.19;23.99;35.03;458.65;211.93;26.55;8.68;31.24;158.9;146.69;23.1;16.15;50.01
HF_F11 BL4;7;55.2;30;BornW;Cap&Caged;02/07/2021;50.4;30.73;14.79;24.33;18.2;140.27;58.38;92.59;101.33;74.24;29.32;27.11;12;11.85;59.17;179.04;9.51;28.2;37.01;451.48;233.82;27.94;11.42;34.2;179.62;145.22;22.83;24.06;52.96
HF_M09 BL4;7;70.9;30;BornW;Cap&Caged;02/07/2021;47.21;38.73;13.85;13.45;21.89;101.33;64.92;105.52;62.07;82.95;21.37;35.99;11.93;12.99;68.68;206.59;12.17;30.59;48.43;524.43;263.67;30.33;10.17;39.69;172.66;157.89;28.17;51.55;45.78
HF_M10 BL4;7;69.8;30;BornW;Cap&Caged;02/07/2021;31.28;23.5;9.98;13.83;16.66;88.29;56.64;96.07;61.06;85.73;22.59;39.96;11.62;7.04;70.72;267.37;13.73;46.86;63.91;768.19;333.43;39.72;11.24;42.8;163.71;241.62;40.27;31.37;57.45
HF_M12_BL4;7;70;30;BornW;Cap&Caged;02/07/2021;25.51;19.76;8.19;7.19;11.55;74.3;45.63;77.57;85.88;77.5;26.39;31.13;7.9;9.84;67.2;243.76;13.52;39.74;48.42;564.47;308.61;38.08;12.63;38.61;179;209.44;38.11;35.8;69.26
HF_M13 BL4;7;69.3;30;BornW;Cap&Caged;02/07/2021;61.28;61.81;22.77;21.19;35.2;188.81;94.01;196.97;124.31;154.87;38.33;47.6;17.82;13.65;111.52;314.41;21.11;54.16;65.5;946.91;344.69;48.88;13.85;61.65;201.75;207.43;49.93;57.89;72.68
HF_M14 BL4;7;71.6;30;BornW;Cap&Caged;02/07/2021;33.76;19.02;7.83;9.44;10.54;101.77;51.09;90.17;128.85;67.88;37.86;29.98;10.27;9.84;64.74;195.41;10.65;31.08;40.83;536.03;262.15;28.84;11.84;31.88;174.1;154.19;24.28;25.27;44.7
HF_M16_BL4;7;60.8;30;BornW;Cap&Caged;02/07/2021;23.64;16.21;6.78;7.17;11;67.53;32.07;67.51;69.83;61.61;22.89;24.61;8.9;6.28;57.65;174.92;9.29;29.37;42.04;488.75;232.19;31.49;10.73;30.55;181.54;166.07;24.59;18.08;51.55
HF_F01StM;7;44.1;25;BornW;Cap&Caged;NA;19.54;8.99;2.89;3.38;6.45;44.84;17.4;55.99;18.68;44.56;3.21;19.99;2.33;3.84;37.06;127.55;5.81;22;31.8;318.99;164.81;64.81;5.89;25.08;184.62;109.71;23.49;17.28;38.87
HF_F02StM;7;35;30;BornW;Cap&Caged;NA;45.4;24.7;10.6;12.9;15.5;144.2;46.1;171.5;57.9;104.4;9.3;55.4;8;13.9;115.4;329.83;15.1;53.8;81.2;800.3;438.5;71.2;23.78;70.3;995.1;273.8;79.3;64.5;91.2
HF_M04StM;7;37.2;30;BornW;Cap&Caged;NA;91.2;75.1;34.1;25.6;46.9;222.3;232.1;336.1;101.7;280.1;53.1;95.3;32.1;62.4;220.7;671.33;45.3;126.4;142.9;1689.6;1134.5;140.2;45.99;148.8;1020;484.7;146.5;132.9;199.3
HF_M05StM;7;26.7;30;BornW;Cap&Caged;NA;53;35;15.7;16;24.9;129.2;97.4;152.5;59;130.8;16.6;48.5;16.4;27.9;128.9;366.58;22.5;75;90.1;1053.8;615.8;81.3;28.71;83.5;980.8;265.4;92;63.7;101.7
HF_M06StM;7;40.1;30;BornW;Cap&Caged;NA;77.9;58;23.3;20.8;34.8;154.1;140.6;285;92.1;284.4;21.8;102.4;28.1;35.7;246.4;889.94;47.2;156.9;177.3;2305.7;1316.3;182;60.65;162;1054.2;682.5;127;101.4;270.9
HF_M07StM;7;51.9;30;BornW;Cap&Caged;NA;226.2;155.8;63.2;52;90.2;385.1;557.2;496.1;182.5;407.1;78.8;118.9;55.2;140.8;264;654.73;54.8;133.8;146.4;1693.2;1552.4;144;48.27;157.3;980.1;437.2;121.5;174;194.2
HF_B02 STM;7;39.1;30;BornW;Cap&Caged;03/03/2021;10.78;3.39;NA;2.45;3.46;84.9;19.09;134.67;39.18;76.82;21.99;34.87;9.05;3.41;56.05;231.15;11.01;40.7;51.93;678.01;318.8;31.91;11.7;35.83;178.17;203.3;24.46;9.12;43.57
HF_B04 STM;7;67.4;30;BornW;Cap&Caged;03/03/2021;25;3.76;NA;5.24;3.42;82.37;31.45;64.97;129.95;37.86;35.33;22.2;7.14;2.54;41.96;223.11;6.06;27.59;36.62;539.61;204.49;25.24;10.08;26.82;181.76;192.55;19.53;7.6;49.96
HF_B07 STM;7;42.8;30;BornW;Cap&Caged;03/03/2021;6.87;5.18;NA;NA;3.6;25.92;6.81;34.75;19.61;17.78;8.27;15.55;NA;NA;28.81;99.75;4.7;17;27.37;349.35;122.33;16.24;3.84;15.76;168.98;86.88;12.57;6.16;20.46
HF_B14 STM;7;69;30;BornW;Cap&Caged;03/03/2021;14.16;4.31;NA;5.59;3.51;95.87;13.72;68.48;154.51;34.59;48.22;24.77;6.51;NA;47.52;178.8;7.02;25.44;36.41;529.93;191.46;26.87;9.44;26.85;183.8;154.54;20.54;7.03;44.47
HF_B19 STM;7;69.5;30;BornW;Cap&Caged;03/03/2021;22.16;21.39;6.61;6.5;13.51;86.22;33.86;112.6;129.21;106.5;39.6;52.92;13.68;6.06;93.84;295.87;18.54;60.22;70.6;956.73;399.68;47.74;12.8;42.51;161.95;272.64;45.3;24.05;66.72
HF_B25 STM;7;37.1;30;BornW;Cap&Caged;03/03/2021;5.46;NA;NA;NA;NA;31.46;13.78;43.6;37.98;22.02;14.82;17.5;5.03;NA;37.13;132.47;5.77;23.51;32.26;449.46;142.19;22.59;8.45;21.34;193.12;137.9;14.42;4.45;31.04
HF_B28 STM;7;45.1;30;BornW;Cap&Caged;03/03/2021;8.46;11.98;3.64;2.81;8.23;34.63;13.29;47.25;34.15;31.35;12.72;17.79;4.19;NA;38.12;132.3;7.48;22.58;30.64;352.55;212.61;22.48;6.82;20.56;198.73;121.33;19.03;13.33;32.68
HF_B29 STM;7;69.6;30;BornW;Cap&Caged;03/03/2021;14.54;9.44;2.9;5.75;6.62;61.32;19.78;60.9;87.86;58.36;26.82;26.29;7.94;NA;52.18;201.2;12.53;30.42;42.77;647.85;219.36;27.99;9.18;29.9;142.73;168.74;17.87;12.17;33.41
HF_J01 STM;7;49.8;30;BornW;Cap&Caged;03/03/2021;21.87;7.35;3.04;11.83;4.94;154.32;18.36;103.19;140.84;107.2;45.05;27.95;21.7;7.27;57;270.01;15.77;38.27;61.19;752.74;303.78;34.97;12.9;46.06;193.27;234.22;24.83;8.23;56.35
HF_J05 STM;7;53.5;30;BornW;Cap&Caged;03/03/2021;9.93;9.04;3.5;3.82;5.35;30.13;27.4;39.83;22.91;53.87;8.8;15.6;8.6;5.1;31.69;126.91;7.31;19.33;26.3;358.29;176.47;15.65;5.64;20.95;193.26;115.7;13.12;9.83;27.76
HF_J10 STM;7;62.3;30;BornW;Cap&Caged;03/03/2021;5.47;3.17;NA;2.85;NA;41;5.07;44.25;45.88;22.25;16.51;14.88;4.61;NA;28.26;98.21;6.23;15.29;23.28;318.52;108.59;15.26;4.29;16.2;174.86;95.43;11.72;4.2;21.2
HF_J13 STM;7;53.3;30;BornW;Cap&Caged;03/03/2021;11.88;5.21;2.04;5.39;3.88;62.59;14.26;46.49;64.87;45.75;22.26;16.03;8.69;2.2;26.75;104.44;6.25;15.45;23.75;274.36;145.98;15.51;4.51;18.79;176.77;93.38;13.14;8.91;22.78
HF_J16 STM;7;53.8;30;BornW;Cap&Caged;03/03/2021;30.78;9.11;5.74;24.53;5.27;155.35;20.6;101.98;150.04;77.7;50.4;29.97;35.01;21.13;52.84;251.54;14.81;36.81;54;704.93;254.88;32.59;11.03;46.19;178.26;215.55;27.81;10.82;49.58
HF_J23 STM;7;42.1;30;BornW;Cap&Caged;03/03/2021;7.87;9.06;3.55;3.93;4.91;29.35;17.27;42.08;24.44;48.41;11.64;15.61;10.72;6.3;32.31;118.81;6.96;16.72;26.83;363.36;125.41;18.74;5.17;21.43;194.73;94.39;11.91;6.59;31.05
HF_J31 STM;7;56.5;30;BornW;Cap&Caged;03/03/2021;16.14;4.9;2.1;5.98;4.05;91.9;31.91;63.31;152.56;62.62;47.59;20.13;12.52;NA;49.36;209.89;9.5;26.89;40.98;620.72;199.76;27;10.29;33.9;185.36;186.92;16.14;8.52;46.09
HF_J39 STM;7;63.8;30;BornW;Cap&Caged;03/03/2021;9.06;10.02;3.04;5.56;5.44;37.67;35.38;53.87;21.13;45.62;8.41;22.35;8.31;4.71;38.84;136.73;8.61;22.82;34.96;395.92;167.16;21.64;4.86;22.7;199.31;125.31;21.02;9.19;32.41
HF_R06 STM;7;47.9;30;BornW;Cap&Caged;03/03/2021;7.37;2.53;NA;NA;2.63;28.59;6.97;52.52;33.27;51.23;10.12;28.54;6.29;NA;57.55;197.37;9.64;34.12;51.46;624.23;224.76;30.61;10.37;28.8;195.5;195.47;23.87;8.56;44.54
HF_R09 STM;7;74.3;30;BornW;Cap&Caged;03/03/2021;19.18;4.16;NA;8.59;3.48;97.77;24.12;104.62;82.48;31.35;35.05;28.27;6.8;2.56;55.27;202.47;10.56;34.13;42.38;612.63;250.01;27.13;11.6;32.92;216.49;186.78;30.73;7.89;39.93
HF_R12 STM;7;77.1;30;BornW;Cap&Caged;03/03/2021;13.25;15;4.52;6.42;9.72;87.75;15.81;65.85;158.36;66.69;49.29;28.49;9.35;2.63;62.44;228.56;12.62;38.38;47.68;723.5;286.17;34.37;10.96;34.01;195.05;223.19;21.56;17.92;54.62
HF_R17 STM;7;62.1;30;BornW;Cap&Caged;03/03/2021;16.36;25.8;7.42;7.07;15.04;119.85;23.93;97.41;231.6;67.77;70.39;36.29;9.15;NA;70.91;234.5;11.79;41.34;45.87;691.33;312.79;35.43;8.09;33.62;207.69;207.88;28.33;25.72;52.06
HF_R18 STM;7;40.2;30;BornW;Cap&Caged;03/03/2021;5.45;6.9;2.2;NA;4.6;28.85;13.53;42.35;30.27;25.2;10.92;21.23;NA;NA;31.57;100.84;5.88;20.37;25.56;305.51;133.43;14.26;6.88;19.33;155.52;93.26;12.01;7.32;18.99
HF_R32 STM;7;62.9;30;BornW;Cap&Caged;03/03/2021;8.1;7.21;2.45;3.44;5.07;74.18;16.18;51.65;125.4;50.37;37.25;14.86;7.75;NA;39.46;139.9;7.06;21.69;33.55;443.08;163.92;19.68;6.73;19.11;194.23;125.91;19.61;7.75;32.32
HF_R35 STM;7;39;30;BornW;Cap&Caged;03/03/2021;6.32;4.69;NA;NA;3.05;33.74;13.87;34.14;23.21;22.73;6.42;9.95;NA;NA;19.29;63.08;3.71;9.85;16.9;172.09;71.17;9.73;4.3;11;164.22;50.52;8.23;6.16;13.38
HF_R40 STM;7;50.8;30;BornW;Cap&Caged;03/03/2021;10.99;9.42;3.12;3.22;8.7;48.43;73.72;99.37;43.32;67.19;15.4;41.12;8.31;3.97;76.45;262.67;16.65;46.72;64.93;744.71;379.56;39.99;11.88;47.13;192.8;239.22;44.94;18.93;55.06
HF_V03 STM;7;50.7;30;BornW;Cap&Caged;03/03/2021;15.05;15.89;5.63;3.81;8.52;37.46;24.77;63.35;17.77;40.15;7.19;22.23;5.68;4.76;37.78;107.65;5.68;15.31;29.76;260.38;150.79;21.41;4.82;21.5;156.92;105.75;13.41;9.68;27.12
HF_V08 STM;7;65.6;30;BornW;Cap&Caged;03/03/2021;14.47;6.49;2.53;7.98;4.44;85.34;16.92;99.98;87.69;64.9;31.1;38.33;10.55;3.86;71.58;256.83;13.85;46.42;56.61;787.81;365.09;36.53;10.95;47.68;201.3;224.07;40.82;13.26;52.91
HF_V11 STM;7;57.5;30;BornW;Cap&Caged;03/03/2021;26.54;5.82;2.36;6.89;5.52;79.32;79.08;68.2;153.44;98.35;21.46;21.87;12.23;4.22;60.56;262.11;12.1;38.71;43.64;616.81;318.7;30.03;13.98;35.63;186.15;221.13;24.62;14.78;75.09
HF_V20 STM;7;58.2;30;BornW;Cap&Caged;03/03/2021;9.57;8.43;3.75;3.83;4.93;25.1;12.33;28.29;15.79;17.93;7.38;10.06;3.89;2.31;26.55;47.93;3.33;8.48;13.17;135.86;61.58;8.24;2.69;8.34;178.68;42.44;6.84;5.16;12.01
HF_V22 STM;7;50.2;30;BornW;Cap&Caged;03/03/2021;5.79;3.83;NA;NA;3.76;35.67;8.98;55.7;30.88;60.67;9.07;19.38;7.57;NA;36.59;184.15;8.04;26.33;32.97;510.23;287.64;23.14;9.68;27.01;185.61;179.25;18.22;11.04;41.4
HF_V27 STM;7;58.1;30;BornW;Cap&Caged;03/03/2021;18.47;3.34;NA;2.72;3.31;46.26;16.62;53.38;73.03;37.84;18.15;26.34;8.41;2.41;45.41;180.13;9.03;32.55;44.47;571.02;270.64;24.01;7.54;25.7;173.14;165.78;27.2;10.98;33.12
HF_V30 STM;7;52.9;30;BornW;Cap&Caged;03/03/2021;16.13;8.99;3.24;6.94;5.22;70.26;27.98;66.2;57.95;43.57;22.56;22.69;7.39;2.44;52.92;176.96;6.11;21.19;38.17;578.97;150.91;26.1;8.49;28.37;187.62;141.18;17.99;6.72;42.35
HF_V36 STM;7;47.2;30;BornW;Cap&Caged;03/03/2021;5.01;6.76;2.21;NA;3.99;22.74;9.1;49.13;7.73;16.29;3.76;20.02;NA;NA;43.81;86.21;3.83;13.31;31.19;212.37;66.11;24.02;5.52;19.92;186.89;93.26;14.46;3.34;34.92
HF_U01 Ole;8;67;30;BornW;Cap&Caged;30/09/2021;46.82;56.21;17.94;28.76;20.21;161.56;90.39;119.93;129.13;168.62;59.11;42.92;26.8;18.19;73.45;306.68;21.71;54.71;76.09;667.26;314.42;53.37;20.47;83.57;169.87;205.84;28.86;37.26;64.55
HF_U02 Ole;8;73.2;30;BornW;Cap&Caged;30/09/2021;31.84;28.69;13;20.4;11.84;151.23;49.23;95.52;200.5;109.85;77.56;33.67;20.38;9.26;55.39;290.18;15.29;43.37;58.77;520.71;235.77;37.32;16.78;49.48;231.55;208.17;32.38;19.21;75.56
